date,farm_id,weight
2020-1-10,Farm 71,11180
2020-1-10,Farm 72,17976
2020-1-10,Farm 73,2691
2020-1-10,Farm 74,6784
2020-1-10,Farm 75,7576
2020-1-10,Farm 76,3779
2020-1-10,Farm 77,10167
2020-1-10,Farm 78,8483
2020-1-10,Farm 79,6310
2020-1-10,Farm 80,8255
2020-1-10,Farm 81,10934
2020-1-10,Farm 82,3079
2020-1-10,Farm 83,8170
2020-1-10,Farm 84,2147
2020-1-10,Farm 85,9633
2020-1-10,Farm 86,2494
2020-1-10,Farm 87,3694
2020-1-10,Farm 88,11696
2020-1-10,Farm 89,3525
2020-1-10,Farm 90,16053
2020-1-10,Farm 91,9105
2020-1-10,Farm 92,3469
2020-1-10,Farm 93,17101
2020-1-10,Farm 94,3321
2020-1-10,Farm 95,6831
2020-1-10,Farm 96,16841
2020-1-10,Farm 97,3710
2020-1-10,Farm 98,16490
2020-1-10,Farm 99,11633
2020-1-10,Farm 100,9024
2020-1-10,Farm 101,7725
2020-1-10,Farm 102,17230
2020-1-10,Farm 103,2584
2020-1-10,Farm 104,2762
2020-1-10,Farm 105,9258
2020-1-10,Farm 106,8671
2020-1-10,Farm 107,8612
2020-1-10,Farm 108,2744
2020-1-10,Farm 109,3494
2020-1-10,Farm 110,3864
2020-1-10,Farm 111,2752
2020-1-10,Farm 112,17326
2020-1-10,Farm 113,17461
2020-1-10,Farm 114,8079
2020-1-10,Farm 115,8713
2020-1-10,Farm 116,11388
2020-1-10,Farm 117,3764
2020-1-11,Farm 18,2339
2020-1-11,Farm 19,1934
2020-1-11,Farm 20,11913
2020-1-11,Farm 21,3854
2020-1-11,Farm 22,16522
2020-1-11,Farm 23,10444
2020-1-11,Farm 25,17416
2020-1-11,Farm 26,17106
2020-1-11,Farm 27,3064
2020-1-11,Farm 28,17532
2020-1-11,Farm 30,11678
2020-1-11,Farm 31,9813
2020-1-11,Farm 32,2467
2020-1-11,Farm 33,2082
2020-1-11,Farm 34,2992
2020-1-11,Farm 35,16747
2020-1-11,Farm 37,6648
2020-1-11,Farm 38,17607
2020-1-11,Farm 39,2359
2020-1-11,Farm 40,16156
2020-1-11,Farm 41,17805
2020-1-11,Farm 42,16365
2020-1-11,Farm 43,2982
2020-1-11,Farm 45,9226
2020-1-11,Farm 46,10071
2020-1-11,Farm 47,11052
2020-1-11,Farm 48,3241
2020-1-11,Farm 50,17504
2020-1-11,Farm 51,6279
2020-1-11,Farm 52,6738
2020-1-11,Farm 53,10634
2020-1-11,Farm 54,8072
2020-1-11,Farm 55,17026
2020-1-11,Farm 57,6920
2020-1-11,Farm 58,17648
2020-1-11,Farm 59,16971
2020-1-11,Farm 60,8739
2020-1-11,Farm 61,17526
2020-1-11,Farm 62,9399
2020-1-11,Farm 63,17320
2020-1-11,Farm 64,16954
2020-1-11,Farm 65,6036
2020-1-11,Farm 67,17084
2020-1-11,Farm 68,10238
2020-1-11,Farm 69,8893
2020-1-11,Farm 70,3490
2020-1-11,Farm 71,11111
2020-1-11,Farm 72,17967
2020-1-11,Farm 73,2721
2020-1-11,Farm 74,6665
2020-1-11,Farm 75,7674
2020-1-11,Farm 76,3687
2020-1-11,Farm 77,10367
2020-1-11,Farm 78,8300
2020-1-11,Farm 80,8586
2020-1-11,Farm 81,10898
2020-1-11,Farm 82,3195
2020-1-11,Farm 83,8110
2020-1-11,Farm 84,2118
2020-1-11,Farm 85,9683
2020-1-11,Farm 86,2626
2020-1-11,Farm 89,3379
2020-1-11,Farm 90,16122
2020-1-11,Farm 91,9140
2020-1-11,Farm 92,3610
2020-1-11,Farm 93,16981
2020-1-11,Farm 94,3389
2020-1-11,Farm 97,3557
2020-1-11,Farm 98,16451
2020-1-11,Farm 99,11977
2020-1-11,Farm 100,9042
2020-1-11,Farm 101,7506
2020-1-11,Farm 102,17157
2020-1-11,Farm 103,2612
2020-1-11,Farm 104,2874
2020-1-11,Farm 106,8592
2020-1-11,Farm 107,8395
2020-1-11,Farm 109,3367
2020-1-11,Farm 110,3790
2020-1-11,Farm 111,2685
2020-1-11,Farm 112,17350
2020-1-11,Farm 115,8488
2020-1-11,Farm 116,11329
2020-1-11,Farm 117,3880
2020-1-12,Farm 18,2387
2020-1-12,Farm 19,2071
2020-1-12,Farm 20,11896
2020-1-12,Farm 21,4013
2020-1-12,Farm 22,16548
2020-1-12,Farm 23,10296
2020-1-12,Farm 24,7337
2020-1-12,Farm 25,17573
2020-1-12,Farm 26,17139
2020-1-12,Farm 27,3053
2020-1-12,Farm 28,17493
2020-1-12,Farm 29,8776
2020-1-12,Farm 30,11621
2020-1-12,Farm 31,9810
2020-1-12,Farm 32,2395
2020-1-12,Farm 33,1918
2020-1-12,Farm 34,2940
2020-1-12,Farm 35,16872
2020-1-12,Farm 36,4041
2020-1-12,Farm 37,6662
2020-1-12,Farm 38,17474
2020-1-12,Farm 39,2141
2020-1-12,Farm 40,16096
2020-1-12,Farm 41,17888
2020-1-12,Farm 42,16361
2020-1-12,Farm 43,2999
2020-1-12,Farm 44,8525
2020-1-12,Farm 45,9289
2020-1-12,Farm 46,10156
2020-1-12,Farm 47,11087
2020-1-12,Farm 48,3149
2020-1-12,Farm 49,10523
2020-1-12,Farm 50,17475
2020-1-12,Farm 51,6274
2020-1-12,Farm 52,6860
2020-1-12,Farm 53,10613
2020-1-12,Farm 54,8080
2020-1-12,Farm 55,16977
2020-1-12,Farm 56,10696
2020-1-12,Farm 57,6870
2020-1-12,Farm 58,17776
2020-1-12,Farm 59,16924
2020-1-12,Farm 60,8914
2020-1-12,Farm 61,17445
2020-1-12,Farm 62,9429
2020-1-12,Farm 63,17095
2020-1-12,Farm 64,16924
2020-1-12,Farm 65,6091
2020-1-12,Farm 66,2012
2020-1-12,Farm 67,16960
2020-1-12,Farm 68,10245
2020-1-12,Farm 69,8999
2020-1-12,Farm 70,3406
2020-1-12,Farm 71,11232
2020-1-12,Farm 72,18034
2020-1-12,Farm 73,2758
2020-1-12,Farm 74,6724
2020-1-12,Farm 75,7462
2020-1-12,Farm 76,3838
2020-1-12,Farm 77,10199
2020-1-12,Farm 78,8443
2020-1-12,Farm 79,6306
2020-1-12,Farm 80,8468
2020-1-12,Farm 81,10943
2020-1-12,Farm 82,3000
2020-1-12,Farm 83,8233
2020-1-12,Farm 84,2164
2020-1-12,Farm 85,9684
2020-1-12,Farm 86,2544
2020-1-12,Farm 87,3715
2020-1-12,Farm 88,11674
2020-1-12,Farm 89,3453
2020-1-12,Farm 90,16102
2020-1-12,Farm 91,9200
2020-1-12,Farm 92,3385
2020-1-12,Farm 93,17020
2020-1-12,Farm 94,3412
2020-1-12,Farm 95,6995
2020-1-12,Farm 96,16852
2020-1-12,Farm 97,3726
2020-1-12,Farm 98,16410
2020-1-12,Farm 99,11797
2020-1-12,Farm 100,9153
2020-1-12,Farm 101,7713
2020-1-12,Farm 102,17096
2020-1-12,Farm 103,2537
2020-1-12,Farm 104,2874
2020-1-12,Farm 105,9169
2020-1-12,Farm 106,8840
2020-1-12,Farm 107,8425
2020-1-12,Farm 108,2734
2020-1-12,Farm 109,3381
2020-1-12,Farm 110,3783
2020-1-12,Farm 111,2688
2020-1-12,Farm 112,17374
2020-1-12,Farm 113,17489
2020-1-12,Farm 114,8142
2020-1-12,Farm 115,8555
2020-1-12,Farm 116,11441
2020-1-12,Farm 117,3714
2020-1-13,Farm 18,2320
2020-1-13,Farm 19,2108
2020-1-13,Farm 20,11930
2020-1-13,Farm 21,3835
2020-1-13,Farm 22,16539
2020-1-13,Farm 23,10379
2020-1-13,Farm 25,17581
2020-1-13,Farm 26,17093
2020-1-13,Farm 27,3074
2020-1-13,Farm 28,17485
2020-1-13,Farm 30,11671
2020-1-13,Farm 31,9822
2020-1-13,Farm 32,2427
2020-1-13,Farm 33,2100
2020-1-13,Farm 34,2912
2020-1-13,Farm 35,16693
2020-1-13,Farm 37,6770
2020-1-13,Farm 38,17501
2020-1-13,Farm 39,2448
2020-1-13,Farm 40,16085
2020-1-13,Farm 41,17939
2020-1-13,Farm 42,16359
2020-1-13,Farm 43,3006
2020-1-13,Farm 45,9374
2020-1-13,Farm 46,10185
2020-1-13,Farm 47,11075
2020-1-13,Farm 48,3165
2020-1-13,Farm 50,17476
2020-1-13,Farm 51,6379
2020-1-13,Farm 52,6767
2020-1-13,Farm 53,10539
2020-1-13,Farm 54,8103
2020-1-13,Farm 55,16951
2020-1-13,Farm 57,6879
2020-1-13,Farm 58,17693
2020-1-13,Farm 59,17085
2020-1-13,Farm 60,8822
2020-1-13,Farm 61,17550
2020-1-13,Farm 62,9606
2020-1-13,Farm 63,17136
2020-1-13,Farm 64,16829
2020-1-13,Farm 65,5980
2020-1-13,Farm 67,17166
2020-1-13,Farm 68,10342
2020-1-13,Farm 69,9002
2020-1-13,Farm 70,3366
2020-1-13,Farm 71,11240
2020-1-13,Farm 72,17928
2020-1-13,Farm 73,2734
2020-1-13,Farm 74,6680
2020-1-13,Farm 75,7690
2020-1-13,Farm 76,3915
2020-1-13,Farm 77,10281
2020-1-13,Farm 78,8526
2020-1-13,Farm 80,8330
2020-1-13,Farm 81,10891
2020-1-13,Farm 82,3194
2020-1-13,Farm 83,8157
2020-1-13,Farm 84,2112
2020-1-13,Farm 85,9677
2020-1-13,Farm 86,2498
2020-1-13,Farm 89,3519
2020-1-13,Farm 90,16044
2020-1-13,Farm 91,9079
2020-1-13,Farm 92,3413
2020-1-13,Farm 93,17148
2020-1-13,Farm 94,3364
2020-1-13,Farm 97,3453
2020-1-13,Farm 98,16432
2020-1-13,Farm 99,11646
2020-1-13,Farm 100,9090
2020-1-13,Farm 101,7703
2020-1-13,Farm 102,17242
2020-1-13,Farm 103,2503
2020-1-13,Farm 104,2894
2020-1-13,Farm 106,8687
2020-1-13,Farm 107,8449
2020-1-13,Farm 109,3394
2020-1-13,Farm 110,3676
2020-1-13,Farm 111,2628
2020-1-13,Farm 112,17186
2020-1-13,Farm 115,8722
2020-1-13,Farm 116,11241
2020-1-13,Farm 117,3797
2020-1-14,Farm 18,2413
2020-1-14,Farm 19,2145
2020-1-14,Farm 20,11907
2020-1-14,Farm 21,3956
2020-1-14,Farm 22,16570
2020-1-14,Farm 23,10311
2020-1-14,Farm 24,7194
2020-1-14,Farm 25,17599
2020-1-14,Farm 26,17139
2020-1-14,Farm 27,3143
2020-1-14,Farm 28,17555
2020-1-14,Farm 29,9039
2020-1-14,Farm 30,11765
2020-1-14,Farm 31,9866
2020-1-14,Farm 32,2415
2020-1-14,Farm 33,2128
2020-1-14,Farm 34,2811
2020-1-14,Farm 35,16728
2020-1-14,Farm 36,3931
2020-1-14,Farm 37,6679
2020-1-14,Farm 38,17412
2020-1-14,Farm 39,2387
2020-1-14,Farm 40,16216
2020-1-14,Farm 41,17922
2020-1-14,Farm 42,16438
2020-1-14,Farm 43,3095
2020-1-14,Farm 44,8337
2020-1-14,Farm 45,9307
2020-1-14,Farm 46,10052
2020-1-14,Farm 47,10891
2020-1-14,Farm 48,3091
2020-1-14,Farm 49,10533
2020-1-14,Farm 50,17451
2020-1-14,Farm 51,6335
2020-1-14,Farm 52,6710
2020-1-14,Farm 53,10639
2020-1-14,Farm 54,8066
2020-1-14,Farm 55,16956
2020-1-14,Farm 56,10856
2020-1-14,Farm 57,6913
2020-1-14,Farm 58,17832
2020-1-14,Farm 59,17049
2020-1-14,Farm 60,8802
2020-1-14,Farm 61,17464
2020-1-14,Farm 62,9414
2020-1-14,Farm 63,17300
2020-1-14,Farm 64,16913
2020-1-14,Farm 65,6146
2020-1-14,Farm 66,2112
2020-1-14,Farm 67,17102
2020-1-14,Farm 68,10254
2020-1-14,Farm 69,8825
2020-1-14,Farm 70,3342
2020-1-14,Farm 71,11250
2020-1-14,Farm 72,17996
2020-1-14,Farm 73,2786
2020-1-14,Farm 74,6718
2020-1-14,Farm 75,7490
2020-1-14,Farm 76,3851
2020-1-14,Farm 77,10252
2020-1-14,Farm 78,8474
2020-1-14,Farm 79,6498
2020-1-14,Farm 80,8444
2020-1-14,Farm 81,10960
2020-1-14,Farm 82,2991
2020-1-14,Farm 83,8050
2020-1-14,Farm 84,2270
2020-1-14,Farm 85,9616
2020-1-14,Farm 86,2646
2020-1-14,Farm 87,3749
2020-1-14,Farm 88,11704
2020-1-14,Farm 89,3513
2020-1-14,Farm 90,16172
2020-1-14,Farm 91,9046
2020-1-14,Farm 92,3467
2020-1-14,Farm 93,17064
2020-1-14,Farm 94,3399
2020-1-14,Farm 95,6909
2020-1-14,Farm 96,16716
2020-1-14,Farm 97,3663
2020-1-14,Farm 98,16472
2020-1-14,Farm 99,11861
2020-1-14,Farm 100,9070
2020-1-14,Farm 101,7725
2020-1-14,Farm 102,17276
2020-1-14,Farm 103,2597
2020-1-14,Farm 104,2786
2020-1-14,Farm 105,9182
2020-1-14,Farm 106,8697
2020-1-14,Farm 107,8439
2020-1-14,Farm 108,2721
2020-1-14,Farm 109,3377
2020-1-14,Farm 110,3836
2020-1-14,Farm 111,2545
2020-1-14,Farm 112,17322
2020-1-14,Farm 113,17602
2020-1-14,Farm 114,7911
2020-1-14,Farm 115,8788
2020-1-14,Farm 116,11348
2020-1-14,Farm 117,3695
2020-1-15,Farm 18,2203
2020-1-15,Farm 19,2056
2020-1-15,Farm 20,11888
2020-1-15,Farm 21,3969
2020-1-15,Farm 22,16552
2020-1-15,Farm 23,10233
2020-1-15,Farm 25,17622
2020-1-15,Farm 26,17041
2020-1-15,Farm 27,3118
2020-1-15,Farm 28,17561
2020-1-15,Farm 30,11656
2020-1-15,Farm 31,9759
2020-1-15,Farm 32,2426
2020-1-15,Farm 33,2130
2020-1-15,Farm 34,3086
2020-1-15,Farm 35,16671
2020-1-15,Farm 37,6748
2020-1-15,Farm 38,17406
2020-1-15,Farm 39,2149
2020-1-15,Farm 40,16214
2020-1-15,Farm 41,17836
2020-1-15,Farm 42,16391
2020-1-15,Farm 43,3093
2020-1-15,Farm 45,9258
2020-1-15,Farm 46,10146
2020-1-15,Farm 47,11054
2020-1-15,Farm 48,3198
2020-1-15,Farm 50,17507
2020-1-15,Farm 51,6282
2020-1-15,Farm 52,6755
2020-1-15,Farm 53,10763
2020-1-15,Farm 54,8059
2020-1-15,Farm 55,16899
2020-1-15,Farm 57,6883
2020-1-15,Farm 58,17918
2020-1-15,Farm 59,17027
2020-1-15,Farm 60,8785
2020-1-15,Farm 61,17569
2020-1-15,Farm 62,9543
2020-1-15,Farm 63,17324
2020-1-15,Farm 64,17002
2020-1-15,Farm 65,6136
2020-1-15,Farm 67,16993
2020-1-15,Farm 68,10086
2020-1-15,Farm 69,8885
2020-1-15,Farm 70,3348
2020-1-15,Farm 71,11136
2020-1-15,Farm 72,18109
2020-1-15,Farm 73,2754
2020-1-15,Farm 74,6689
2020-1-15,Farm 75,7486
2020-1-15,Farm 76,3814
2020-1-15,Farm 77,10162
2020-1-15,Farm 78,8469
2020-1-15,Farm 80,8417
2020-1-15,Farm 81,10866
2020-1-15,Farm 82,3040
2020-1-15,Farm 83,8089
2020-1-15,Farm 84,2412
2020-1-15,Farm 85,9533
2020-1-15,Farm 86,2585
2020-1-15,Farm 89,3574
2020-1-15,Farm 90,16140
2020-1-15,Farm 91,9147
2020-1-15,Farm 92,3569
2020-1-15,Farm 93,17085
2020-1-15,Farm 94,3347
2020-1-15,Farm 97,3658
2020-1-15,Farm 98,16571
2020-1-15,Farm 99,11894
2020-1-15,Farm 100,9137
2020-1-15,Farm 101,7738
2020-1-15,Farm 102,17201
2020-1-15,Farm 103,2512
2020-1-15,Farm 104,2860
2020-1-15,Farm 106,8558
2020-1-15,Farm 107,8457
2020-1-15,Farm 109,3501
2020-1-15,Farm 110,3690
2020-1-15,Farm 111,2692
2020-1-15,Farm 112,17215
2020-1-15,Farm 115,8656
2020-1-15,Farm 116,11373
2020-1-15,Farm 117,3865
2020-1-16,Farm 18,2550
2020-1-16,Farm 19,1942
2020-1-16,Farm 20,11864
2020-1-16,Farm 21,4029
2020-1-16,Farm 22,16588
2020-1-16,Farm 23,10402
2020-1-16,Farm 24,7239
2020-1-16,Farm 25,17620
2020-1-16,Farm 26,17003
2020-1-16,Farm 27,2986
2020-1-16,Farm 28,17473
2020-1-16,Farm 29,8952
2020-1-16,Farm 30,11758
2020-1-16,Farm 31,9653
2020-1-16,Farm 32,2475
2020-1-16,Farm 33,2063
2020-1-16,Farm 34,2978
2020-1-16,Farm 35,16782
2020-1-16,Farm 36,3972
2020-1-16,Farm 37,6551
2020-1-16,Farm 38,17490
2020-1-16,Farm 39,2285
2020-1-16,Farm 40,16152
2020-1-16,Farm 41,17773
2020-1-16,Farm 42,16301
2020-1-16,Farm 43,2941
2020-1-16,Farm 44,8436
2020-1-16,Farm 45,9238
2020-1-16,Farm 46,10157
2020-1-16,Farm 47,10922
2020-1-16,Farm 48,3115
2020-1-16,Farm 49,10582
2020-1-16,Farm 50,17644
2020-1-16,Farm 51,6297
2020-1-16,Farm 52,6768
2020-1-16,Farm 53,10719
2020-1-16,Farm 54,8092
2020-1-16,Farm 55,16919
2020-1-16,Farm 56,10819
2020-1-16,Farm 57,6909
2020-1-16,Farm 58,17685
2020-1-16,Farm 59,16972
2020-1-16,Farm 60,8951
2020-1-16,Farm 61,17458
2020-1-16,Farm 62,9488
2020-1-16,Farm 63,17217
2020-1-16,Farm 64,16862
2020-1-16,Farm 65,6241
2020-1-16,Farm 66,2050
2020-1-16,Farm 67,17094
2020-1-16,Farm 68,10268
2020-1-16,Farm 69,8902
2020-1-16,Farm 70,3461
2020-1-16,Farm 71,11192
2020-1-16,Farm 72,18024
2020-1-16,Farm 73,2657
2020-1-16,Farm 74,6787
2020-1-16,Farm 75,7580
2020-1-16,Farm 76,3827
2020-1-16,Farm 77,10202
2020-1-16,Farm 78,8398
2020-1-16,Farm 79,6293
2020-1-16,Farm 80,8358
2020-1-16,Farm 81,10781
2020-1-16,Farm 82,3006
2020-1-16,Farm 83,8194
2020-1-16,Farm 84,2201
2020-1-16,Farm 85,9609
2020-1-16,Farm 86,2657
2020-1-16,Farm 87,3634
2020-1-16,Farm 88,11746
2020-1-16,Farm 89,3468
2020-1-16,Farm 90,16204
2020-1-16,Farm 91,9120
2020-1-16,Farm 92,3507
2020-1-16,Farm 93,17050
2020-1-16,Farm 94,3398
2020-1-16,Farm 95,6803
2020-1-16,Farm 96,16895
2020-1-16,Farm 97,3578
2020-1-16,Farm 98,16570
2020-1-16,Farm 99,11773
2020-1-16,Farm 100,8975
2020-1-16,Farm 101,7700
2020-1-16,Farm 102,17152
2020-1-16,Farm 103,2600
2020-1-16,Farm 104,3001
2020-1-16,Farm 105,9260
2020-1-16,Farm 106,8579
2020-1-16,Farm 107,8534
2020-1-16,Farm 108,2794
2020-1-16,Farm 109,3387
2020-1-16,Farm 110,3950
2020-1-16,Farm 111,2797
2020-1-16,Farm 112,17364
2020-1-16,Farm 113,17465
2020-1-16,Farm 114,8175
2020-1-16,Farm 115,8607
2020-1-16,Farm 116,11286
2020-1-16,Farm 117,3744
2020-1-17,Farm 18,2372
2020-1-17,Farm 19,1948
2020-1-17,Farm 20,11829
2020-1-17,Farm 21,3877
2020-1-17,Farm 22,16634
2020-1-17,Farm 23,10155
2020-1-17,Farm 25,17651
2020-1-17,Farm 26,17050
2020-1-17,Farm 27,3223
2020-1-17,Farm 28,17640
2020-1-17,Farm 30,11640
2020-1-17,Farm 31,9671
2020-1-17,Farm 32,2341
2020-1-17,Farm 33,2122
2020-1-17,Farm 34,3021
2020-1-17,Farm 35,16716
2020-1-17,Farm 37,6755
2020-1-17,Farm 38,17509
2020-1-17,Farm 39,2390
2020-1-17,Farm 40,16220
2020-1-17,Farm 41,17809
2020-1-17,Farm 42,16474
2020-1-17,Farm 43,2937
2020-1-17,Farm 45,9295
2020-1-17,Farm 46,10096
2020-1-17,Farm 47,10928
2020-1-17,Farm 48,3181
2020-1-17,Farm 50,17514
2020-1-17,Farm 51,6228
2020-1-17,Farm 52,6725
2020-1-17,Farm 53,10616
2020-1-17,Farm 54,7856
2020-1-17,Farm 55,16919
2020-1-17,Farm 57,6818
2020-1-17,Farm 58,17666
2020-1-17,Farm 59,17070
2020-1-17,Farm 60,8829
2020-1-17,Farm 61,17454
2020-1-17,Farm 62,9454
2020-1-17,Farm 63,17225
2020-1-17,Farm 64,16991
2020-1-17,Farm 65,6129
2020-1-17,Farm 67,16981
2020-1-17,Farm 68,10201
2020-1-17,Farm 69,8871
2020-1-17,Farm 70,3479
2020-1-17,Farm 71,11159
2020-1-17,Farm 72,17969
2020-1-17,Farm 73,2653
2020-1-17,Farm 74,6780
2020-1-17,Farm 75,7565
2020-1-17,Farm 76,3778
2020-1-17,Farm 77,10237
2020-1-17,Farm 78,8559
2020-1-17,Farm 80,8375
2020-1-17,Farm 81,10817
2020-1-17,Farm 82,3199
2020-1-17,Farm 83,8272
2020-1-17,Farm 84,2240
2020-1-17,Farm 85,9646
2020-1-17,Farm 86,2533
2020-1-17,Farm 89,3493
2020-1-17,Farm 90,16036
2020-1-17,Farm 91,9111
2020-1-17,Farm 92,3419
2020-1-17,Farm 93,17171
2020-1-17,Farm 94,3353
2020-1-17,Farm 97,3709
2020-1-17,Farm 98,16346
2020-1-17,Farm 99,11794
2020-1-17,Farm 100,9124
2020-1-17,Farm 101,7741
2020-1-17,Farm 102,17174
2020-1-17,Farm 103,2537
2020-1-17,Farm 104,2894
2020-1-17,Farm 106,8623
2020-1-17,Farm 107,8449
2020-1-17,Farm 109,3570
2020-1-17,Farm 110,3645
2020-1-17,Farm 111,2631
2020-1-17,Farm 112,17257
2020-1-17,Farm 115,8589
2020-1-17,Farm 116,11290
2020-1-17,Farm 117,3707
2020-1-18,Farm 18,2371
2020-1-18,Farm 19,1987
2020-1-18,Farm 20,11887
2020-1-18,Farm 21,3926
2020-1-18,Farm 22,16579
2020-1-18,Farm 23,10423
2020-1-18,Farm 24,7373
2020-1-18,Farm 25,17542
2020-1-18,Farm 26,17121
2020-1-18,Farm 27,3077
2020-1-18,Farm 28,17505
2020-1-18,Farm 29,9175
2020-1-18,Farm 30,11649
2020-1-18,Farm 31,9749
2020-1-18,Farm 32,2464
2020-1-18,Farm 33,2100
2020-1-18,Farm 34,2940
2020-1-18,Farm 35,16738
2020-1-18,Farm 36,3870
2020-1-18,Farm 37,6810
2020-1-18,Farm 38,17576
2020-1-18,Farm 39,2373
2020-1-18,Farm 40,16027
2020-1-18,Farm 41,17775
2020-1-18,Farm 42,16402
2020-1-18,Farm 43,2942
2020-1-18,Farm 44,8298
2020-1-18,Farm 45,9295
2020-1-18,Farm 46,10105
2020-1-18,Farm 47,10912
2020-1-18,Farm 48,3159
2020-1-18,Farm 49,10350
2020-1-18,Farm 50,17566
2020-1-18,Farm 51,6242
2020-1-18,Farm 52,6842
2020-1-18,Farm 53,10607
2020-1-18,Farm 54,8012
2020-1-18,Farm 55,16987
2020-1-18,Farm 56,10985
2020-1-18,Farm 57,6982
2020-1-18,Farm 58,17724
2020-1-18,Farm 59,16924
2020-1-18,Farm 60,8879
2020-1-18,Farm 61,17570
2020-1-18,Farm 62,9299
2020-1-18,Farm 63,17329
2020-1-18,Farm 64,16972
2020-1-18,Farm 65,6124
2020-1-18,Farm 66,2087
2020-1-18,Farm 67,17020
2020-1-18,Farm 68,10317
2020-1-18,Farm 69,8965
2020-1-18,Farm 70,3524
2020-1-18,Farm 71,11206
2020-1-18,Farm 72,17923
2020-1-18,Farm 73,2705
2020-1-18,Farm 74,6667
2020-1-18,Farm 75,7545
2020-1-18,Farm 76,3830
2020-1-18,Farm 77,10304
2020-1-18,Farm 78,8325
2020-1-18,Farm 79,6429
2020-1-18,Farm 80,8498
2020-1-18,Farm 81,10830
2020-1-18,Farm 82,3004
2020-1-18,Farm 83,8029
2020-1-18,Farm 84,2211
2020-1-18,Farm 85,9517
2020-1-18,Farm 86,2615
2020-1-18,Farm 87,3689
2020-1-18,Farm 88,11759
2020-1-18,Farm 89,3422
2020-1-18,Farm 90,15963
2020-1-18,Farm 91,9136
2020-1-18,Farm 92,3532
2020-1-18,Farm 93,17149
2020-1-18,Farm 94,3346
2020-1-18,Farm 95,6824
2020-1-18,Farm 96,16803
2020-1-18,Farm 97,3645
2020-1-18,Farm 98,16371
2020-1-18,Farm 99,11764
2020-1-18,Farm 100,9073
2020-1-18,Farm 101,7670
2020-1-18,Farm 102,17119
2020-1-18,Farm 103,2544
2020-1-18,Farm 104,2820
2020-1-18,Farm 105,9249
2020-1-18,Farm 106,8440
2020-1-18,Farm 107,8503
2020-1-18,Farm 108,2712
2020-1-18,Farm 109,3472
2020-1-18,Farm 110,3722
2020-1-18,Farm 111,2600
2020-1-18,Farm 112,17305
2020-1-18,Farm 113,17441
2020-1-18,Farm 114,7989
2020-1-18,Farm 115,8646
2020-1-18,Farm 116,11354
2020-1-18,Farm 117,3850
2020-1-19,Farm 18,2242
2020-1-19,Farm 19,2073
2020-1-19,Farm 20,11904
2020-1-19,Farm 21,3977
2020-1-19,Farm 22,16504
2020-1-19,Farm 23,10284
2020-1-19,Farm 25,17561
2020-1-19,Farm 26,17027
2020-1-19,Farm 27,3119
2020-1-19,Farm 28,17693
2020-1-19,Farm 30,11579
2020-1-19,Farm 31,9747
2020-1-19,Farm 32,2366
2020-1-19,Farm 33,2111
2020-1-19,Farm 34,2959
2020-1-19,Farm 35,16737
2020-1-19,Farm 37,6759
2020-1-19,Farm 38,17387
2020-1-19,Farm 39,2435
2020-1-19,Farm 40,16121
2020-1-19,Farm 41,17865
2020-1-19,Farm 42,16354
2020-1-19,Farm 43,3069
2020-1-19,Farm 45,9278
2020-1-19,Farm 46,10065
2020-1-19,Farm 47,10979
2020-1-19,Farm 48,3154
2020-1-19,Farm 50,17505
2020-1-19,Farm 51,6266
2020-1-19,Farm 52,6818
2020-1-19,Farm 53,10668
2020-1-19,Farm 54,8090
2020-1-19,Farm 55,16803
2020-1-19,Farm 57,6816
2020-1-19,Farm 58,17749
2020-1-19,Farm 59,16937
2020-1-19,Farm 60,8863
2020-1-19,Farm 61,17417
2020-1-19,Farm 62,9550
2020-1-19,Farm 63,17238
2020-1-19,Farm 64,16962
2020-1-19,Farm 65,6108
2020-1-19,Farm 67,17034
2020-1-19,Farm 68,10174
2020-1-19,Farm 69,8926
2020-1-19,Farm 70,3328
2020-1-19,Farm 71,11203
2020-1-19,Farm 72,18046
2020-1-19,Farm 73,2708
2020-1-19,Farm 74,6758
2020-1-19,Farm 75,7681
2020-1-19,Farm 76,3922
2020-1-19,Farm 77,10212
2020-1-19,Farm 78,8376
2020-1-19,Farm 80,8542
2020-1-19,Farm 81,10878
2020-1-19,Farm 82,3035
2020-1-19,Farm 83,8073
2020-1-19,Farm 84,2219
2020-1-19,Farm 85,9600
2020-1-19,Farm 86,2517
2020-1-19,Farm 89,3681
2020-1-19,Farm 90,16086
2020-1-19,Farm 91,9092
2020-1-19,Farm 92,3446
2020-1-19,Farm 93,16968
2020-1-19,Farm 94,3461
2020-1-19,Farm 97,3563
2020-1-19,Farm 98,16619
2020-1-19,Farm 99,11816
2020-1-19,Farm 100,8911
2020-1-19,Farm 101,7830
2020-1-19,Farm 102,17352
2020-1-19,Farm 103,2613
2020-1-19,Farm 104,2931
2020-1-19,Farm 106,8701
2020-1-19,Farm 107,8417
2020-1-19,Farm 109,3508
2020-1-19,Farm 110,3833
2020-1-19,Farm 111,2690
2020-1-19,Farm 112,17199
2020-1-19,Farm 115,8594
2020-1-19,Farm 116,11278
2020-1-19,Farm 117,3711
2020-1-20,Farm 18,2529
2020-1-20,Farm 19,2083
2020-1-20,Farm 20,11799
2020-1-20,Farm 21,3883
2020-1-20,Farm 22,16421
2020-1-20,Farm 23,10298
2020-1-20,Farm 24,7389
